"article_id","infraction_desc","categorie_vehicule","amende_min_dh","amende_max_dh","points_retrait","peine_prison","recidive_prevue","suspension_permis","immobilisation_vehicule","interdiction_conduire","mots_cles","role_paragraphe_regles","cluster_thematique_ml","cluster_id","texte_apercu"
"260","يعاقب بغرامة من خمسة عشر الف ( ) الى ثلاثين الف 30","non_spécifié","1000","60000","","","oui","non","non","non","","sanction","sanctions_amendes","2","(  يعاقب بغرامة من خمسة عشر ألف (  ) إلى ثلاثين ألف 30.000 ) درهم، كل حاصل علي رخصة بفتح واستغلال مؤسسة تعليم السياقة أو التربية على السلامة الطرقية، شغل وهو يعلم بذلك مديرا أو مدربين أو منشطين لا يتو"
"261","يعاقب بغرامة من عشرة الاف ( ) الى عشرين الف 20","non_spécifié","1000","20000","","","non","non","non","non","","sanction","sanctions_amendes","2","(  يعاقب بغرامة من عشرة آلاف (  ) إلى عشرين ألف 20.000 ) درهم، كل مدير مؤسسة لا يتقيد بأحكام"
"241","او لا يحترم احكام","non_spécifié","","","","","non","non","non","non","","autre","infractions_pénales","9","أو لا يحترم أحكام"
"242","يعاقب المخالف بغرامة من عشرين الف 20","non_spécifié","1000","40000","","","oui","non","non","non","","sanction","sanctions_amendes","2","أعلاه. (  في حالة العود، يعاقب المخالف بغرامة من عشرين ألف 20.000 (  ) إلى أربعين ألف 40.000 ) درهم."
"262","يعاقب بالحبس من شهر الى سنة وبغرامة من الفين ( ) الى خمسة الاف 5","non_spécifié","1000","5000","","من شهر إلى سنة وبغرامة من ألفين (  ) إلى خمسة آلاف","non","non","non","non","","sanction","cluster_4","4","(  يعاقب بالحبس من شهر إلى سنة وبغرامة من ألفين (  ) إلى خمسة آلاف 5.000 ) درهم، كل حاصل على رخصة بفتح واستغلال مؤسسة لتعليم السياقة أو مؤسسة للتربية على السلامة الطرقية أو كل مدير أو مدرب أو منشط بال"
"263","يعاقب بغرامة من ثلاثين الف 30","non_spécifié","1000","60000","","","oui","non","non","non","","sanction","sanctions_amendes","2","(  يعاقب بغرامة من ثلاثين ألف 30.000 (  ) إلى ستين ألف 60.000 ) درهم، كل شخص ذاتي أو معنوي قام باستغلال مؤسسة لتعليم السياقة أو مؤسسة للتربية على السلامة الطرقية، بعد أن صدر في حقه مقرر بالإغلاق المؤق"
"264","يعاقب بغرامة من خمسة الاف 5","tous_vehicules","5000","10000","","","oui","non","non","non","stationnement","sanction","sanctions_amendes","2","(  يعاقب بغرامة من خمسة آلاف 5.000 (  ) إلى عشرة آلاف 10.000 ) درهم : 1  - كل شخص زاول مهنة مدرب في تعليم السياقة أو منشط دورات التربية على السلامة الطرقية، دون الحصول على رخصة بذلك ؛ 2  - كل شخص زاول"
"102","اعلاه.","non_spécifié","","","","","non","non","non","non","","autre","cluster_5","5","أعلاه."
"265","يعاقب بغرامة من خمسة الاف 5","non_spécifié","5000","10000","","","oui","non","non","non","","sanction","sanctions_amendes","2","(  يعاقب بغرامة من خمسة آلاف 5.000 (  ) إلى عشرة آلاف 10.000 ) درهم، كل شخص زاول مهنة مدرب في تعليم السياقة أو منشط دورات التربية على السلامة الطرقية، بعد أن صدر في حقه مقرر بالسحب المؤقت للرخصة. في ح"
"266","تقوم بالمراقبة التقنية المشار اليها في","non_spécifié","","","","","non","non","non","non","","autre","contrôle_technique","8","تقوم بالمراقبة التقنية المشار إليها في"
"66","من هذا القانون، الادارة او مراكز المراقبة التقنية
المرخص لها لهذا الغرض من لدن الادارة.
الباب الثاني
مراكز وشبكات المراقبة التقنية","non_spécifié","","","","","non","non","non","non","","autre","contrôle_technique","8","من هذا القانون، الإدارة أو مراكز المراقبة التقنية المرخص لها لهذا الغرض من لدن الإدارة. الباب الثاني مراكز وشبكات المراقبة التقنية"
"267","116.14 الصادر بتنفيذه الظهير الشريف
1.16.106 بتاريخ 13 من شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490
بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
تسلم الرخصة لممارسة المراقبة التقنية المشار اليها في","non_spécifié","","","","","non","non","non","non","","autre","cluster_7","7","116.14  الصادر بتنفيذه الظهير الشريف 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016  )، ج.ر عدد 6490 بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) تسلم الرخصة لممارسة المراقبة التقنية  المشار إلي"
"266","يجب ان تتوفر عليها الشبكة","non_spécifié","","","","","non","non","non","non","","obligation","contrôle_technique","8","أعلاه، بعد الإعلان عن المنافسة : -  إلى الأشخاص المعنوية التي تلتزم بفتح واستغلال شبكة من المراكز للمراقبة التقنية تتكون من عدد أدنى من المراكز ومن خطوط المراقبة تحدده الإدارة، وبالتقيد ببنود دفتر للت"
"267","- 1
116.14 1.16.106 بتاريخ 13 من
شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
267 اعلاه، يمكن للادارة بعد الاعلان عن المنافسة الترخيص بفتح
واستغلال خطوط اضافية للمراقبة التقنية، لفايدة مراكز المراقبة التقنية المرخص لها قانونا
والمفتوحة في وجه العموم.
لا يمكن ان ","non_spécifié","","","","","non","non","non","non","","sanction","contrôle_technique","8","-  1 116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016  )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) 267  أعلاه، يمكن للإدارة بعد الإعلان عن المنافسة الترخيص بفتح واستغلال خ"
"268","116.14 1.16.106 بتاريخ 13 من
شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
يجب ان تتوفر في الاشخاص المعنوية المشار اليها في","non_spécifié","","","","","non","non","non","non","","obligation","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) يجب أن تتوفر في الأشخاص المعنوية المشار إليها في"
"267","يجب الا تقل سن المترشح عن عشرين سنة شمسية كاملة","non_spécifié","","","","","non","non","non","non","","obligation","permis_conduite","6","أعلاه الشروط التالية : 1  - ألا يكون المترشح قد خضع لمسطرة التصفية القضائية ؛ 2 :   - أن يتوفر الأشخاص المقترحون لإدارة الشخص المعنوي على الشروط التالية أ) يجب ألا تقل سن المترشح عن عشرين سنة شمسية كا"
"269","يجب ان يتولى تسيير كل مركز للمراقبة التقنية شخص تتوفر فيه الشروط التالية :","non_spécifié","","","","","non","non","non","non","","obligation","cluster_0","0","يجب أن يتولى تسيير كل مركز للمراقبة التقنية شخص تتوفر فيه الشروط التالية : 1  - ألا تقل سنه عن إحدى وعشرين سنة شمسية كاملة ؛ 108 الأمانة العامة للحكومة الصادر بتنفيذه  الظهير الشريف رقم (أضيفت بموجب ا"
"270","يمنع على مراكز وعلى شبكات مراكز الفحص التقني مزاولة اي نشاط مرتبط باصلاح السيارات","non_spécifié","","","","","non","non","non","non","","interdiction","contrôle_technique","8","يمنع على مراكز وعلى شبكات مراكز الفحص التقني مزاولة أي نشاط مرتبط بإصلاح السيارات أو الاتجار فيها."
"271","لا تمنح الرخصة بفتح اي مركز للمراقبة التقنية للعموم الا بعد قيام اعوان الادارة بمعاينة مطابقة
محال وتجهيزات المراقبة التقنية والموارد البشرية بالمركز المذكور لبنود دفتر التحملات المشار اليه
في","non_spécifié","","","","","non","non","non","non","","autre","contrôle_technique","8","لا تمنح الرخصة بفتح أي مركز للمراقبة التقنية للعموم إلا بعد قيام أعوان الإدارة بمعاينة مطابقة محال وتجهيزات المراقبة التقنية والموارد البشرية بالمركز المذكور لبنود دفتر التحملات المشار إليه في"
"267","يجب ان يكون رفض الرخصة معللا","non_spécifié","","","","","non","non","non","non","","obligation","contrôle_technique","8","أعلاه. يحدد للمعني بالأمر، في حالة عدم المطابقة، أجل للاستجابة للملاحظات التي أبداها أعوان الإدارة المذكورون. يجب أن يكون رفض الرخصة معللا."
"272","يجب ان يتولى عملية المراقبة التقنية عون فاحص مرخص له من قبل الادارة","non_spécifié","","","","","non","non","non","non","","obligation","contrôle_technique","8","يجب أن يتولى عملية المراقبة التقنية عون فاحص مرخص له من قبل الإدارة. لا يجوز أن يطلب الحصول على رخصة عون فاحص إلا الشخص الذي تتوفر فيه الشروط التالية : 1  - ألا تقل سنه عن إحدى وعشرين سنة شمسية كاملة"
"273","يجب على الحاصل على رخصة بفتح واستغلال شبكة لمراكز المراقبة التقنية، ان يعين شخصا","non_spécifié","","","","","non","non","non","non","","obligation","contrôle_technique","8","يجب على الحاصل على رخصة بفتح واستغلال شبكة لمراكز المراقبة التقنية، أن يعين شخصا ذاتيا تتوفر فيه الشروط المحددة في البند 2  من"
"268","يجب عليه، لهذا الغرض، ان يتاكد باستمرار من حسن","non_spécifié","","","","","non","non","non","non","","obligation","contrôle_technique","8","أعلاه، يكون مسؤولا عن التقيد بأحكام هذا القانون والنصوص الصادرة لتطبيقه، ويجب عليه، لهذا الغرض، أن يتأكد باستمرار من حسن تنفيذ عمليات المراقبة التقنية المنجزة من لدن المراكز المذكورة وفقا لأحكام هذا ا"
"267","يجب ان يبلغ الى الادارة كل تغيير للشخص المسوول المذكور","non_spécifié","","","","","non","non","non","non","","obligation","contrôle_technique","8","أعلاه، المعطيات المتعلقة بعمليات المراقبة التقنية المرسلة إليه من قبل المراكز السالفة الذكر. يجب أن يبلغ إلى الإدارة كل تغيير للشخص المسؤول المذكور."
"274","يجب على الحاصل على رخصة بفتح واستغلال مركز او شبكة لمراكز المراقبة التقنية وعلى الشخص","non_spécifié","","","","","non","non","non","non","","obligation","contrôle_technique","8","يجب على الحاصل على رخصة بفتح واستغلال مركز أو شبكة لمراكز المراقبة التقنية وعلى الشخص 273  أعلاه وعلى مسيري مراكز المراقبة التقنية والأعوان الفاحصين الخضوع لعمليات التفتيش التي يقوم بها الأعوان أو اله"
"267","اعلاه.","non_spécifié","","","","","non","non","non","non","","autre","cluster_5","5","أعلاه."
"275","لا يجوز التخلي عن اية شبكة لمراكز المراقبة التقنية الا لفايدة شخص معنوي تتوفر فيه الشروط","non_spécifié","","","","","non","non","non","non","","interdiction","contrôle_technique","8","لا يجوز التخلي عن أية شبكة لمراكز المراقبة التقنية  إلا لفائدة شخص معنوي تتوفر فيه الشروط المنصوص عليها في"
"268","يجب على المتخلي والمتخلى له، لهذا الغرض، تقديم تصريح مشترك الى الادارة، قبل ابرام العقد،","non_spécifié","","","","","non","non","non","non","","obligation","contrôle_technique","8","أعلاه. يجب على المتخلي والمتخلى له، لهذا الغرض، تقديم تصريح مشترك إلى الإدارة، قبل إبرام العقد، يلتزم فيه المتخلى له باحترام بنود دفتر التحملات المشار إليه في"
"267","اعلاه.
تقوم الادارة بتحيين الرخصة بعد الاطلاع على عقد التخلي.","non_spécifié","","","","","non","non","non","non","","autre","cluster_5","5","أعلاه. تقوم الإدارة بتحيين الرخصة بعد الاطلاع على عقد التخلي."
"276","لا يجوز التخلي عن مركز للمراقبة التقنية الا لفايدة شخص معنوي يتوفر على رخصة باستغلال","non_spécifié","","","","","non","non","non","non","","interdiction","contrôle_technique","8","لا يجوز التخلي عن مركز للمراقبة التقنية إلا لفائدة شخص معنوي يتوفر على رخصة باستغلال شبكة لمراكز المراقبة التقنية. لا يجوز منح الترخيص بالتخلي، عندما يترتب على التخلي عن مركز للمراقبة التقنية تخفيض عد"
"267","اعلاه، الا اذ
التزم المتخلي بتوفير العدد الادنى المذكور للمراكز والخطوط.
110 الامانة العامة للحكومة
المشار اليه في الفقرة الاولى من المادة
الامانة العامة للحكومة","non_spécifié","","","","","non","non","non","non","","autre","cluster_5","5","أعلاه، إلا إذ التزم المتخلي بتوفير العدد الأدنى المذكور للمراكز والخطوط. 110 الأمانة العامة للحكومة المشار إليه في الفقرة الأولى من المادة الأمانة العامة للحكومة"
"277","يجب عليهم خلالها","non_spécifié","","","","","non","non","non","non","","obligation","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016  )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) إذا توفي الحاصل على رخصة بفتح واستغلال مركز للمراقبة التقنية، وجب على ذوي حقو"
"278","يجب على الحاصلين على رخصة باستغلال مركز او شبكة لمراكز المراقبة التقنية، قبل توقيف او","non_spécifié","","","","","non","non","non","non","","obligation","contrôle_technique","8","يجب على الحاصلين على رخصة باستغلال مركز أو شبكة لمراكز المراقبة التقنية، قبل توقيف أو إنهاء نشاطهم، إخبار الإدارة بذلك في رسالة مضمونة مع إشعار بالاستلام. (  يؤدي إلى سحب الرخصة، كل توقيف أو إنهاء للن"
"279","116.14 1.16.106 بتاريخ
13 من شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
اذا عاين الاعوان او الهيات المشار اليهم في","non_spécifié","","","","","non","non","non","non","","autre","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016  )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) إذا عاين الأعوان أو الهيآت المشار إليهم في"
"274","اعلاه، خلال عملية تفتيش مركز للمراقبة
التقنية، اي اخلال ببنود دفتر التحملات المشار اليه في","non_spécifié","","","","","non","non","non","non","","autre","contrôle_technique","8","أعلاه، خلال عملية تفتيش مركز للمراقبة التقنية، أي إخلال ببنود دفتر التحملات المشار إليه في"
"267","من هذا القانون، المتعلقة بانجاز
عمليات المراقبة التقنية او بالبنود المتعلقة بالاعوان الفاحصين او بالمقتضيات الخاصة بصلاحية
معدات الفحص التقني او صيانتها او تعييرها او بالنظام المعلوماتي للمراقبة التقنية، توجه الادارة
قرارا بالتوقيف الفوري للخط او لخطوط المراقبة التقنية المعنية بالاخلال، لمدة تتراوح ","non_spécifié","1000","100000","","","non","non","non","non","","autre","cluster_0","0","من هذا القانون، المتعلقة بإنجاز عمليات المراقبة التقنية أو بالبنود المتعلقة بالأعوان الفاحصين أو بالمقتضيات الخاصة بصلاحية معدات الفحص التقني أو صيانتها أو تعييرها أو بالنظام المعلوماتي للمراقبة التقن"
"274","اعلاه
بمعاينة وضع المعني بالامر حدا للاخلال الذي ادى الى التوقيف.","non_spécifié","","","","","non","non","non","non","","autre","infractions_pénales","9","أعلاه بمعاينة وضع المعني بالأمر حدا للإخلال الذي أدى إلى التوقيف."
"279","- 1
116.14 1.16.106 بتاريخ 13 من
شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
اذا عاين الاعوان او الهيات المشار اليهم في","non_spécifié","","","","","non","non","non","non","","autre","cluster_7","7","-  1 116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016  )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) إذا عاين الأعوان أو الهيآت المشار إليهم في"
"274","اعلاه، خلال عملية تفتيش مركز للمراقبة
التقنية، اي اخلال ببنود دفتر التحملات المشار اليه في","non_spécifié","","","","","non","non","non","non","","autre","contrôle_technique","8","أعلاه، خلال عملية تفتيش مركز للمراقبة التقنية، أي إخلال ببنود دفتر التحملات المشار إليه في"
"267","من هذا القانون، لا يندرج ضمن
الحالات المشار اليها في الفقرة الاولى من","non_spécifié","","","","","non","non","non","non","","autre","cluster_3","3","من هذا القانون، لا يندرج ضمن الحالات المشار إليها في الفقرة الأولى من"
"279","اعلاه، فان الادارة تبلغ ذلك في تقرير معلل، الى
المركز المخالف وشبكة مراكز المراقبة التقنية التابع لها هذا المركز، وتوجه لهما انذارا بواسطة رسالة
مضمونة مع الاشعار بالاستلام اوعن طريق مفوض قضايي، لوقف الاخلال داخل الاجل المحدد في
ضى ابتداء من توصلهما بالانذار. � الانذار والذي يتراوح ما بين شهر واحد ك","non_spécifié","1000","","","","non","non","non","non","","autre","contrôle_technique","8","أعلاه، فإن الإدارة تبلغ ذلك في تقرير معلل، إلى المركز المخالف وشبكة مراكز المراقبة التقنية التابع لها هذا المركز، وتوجه لهما إنذارا بواسطة رسالة مضمونة مع الإشعار بالاستلام أوعن طريق مفوض قضائي، لوقف"
"274","يجب على الحاصل على رخصة بفتح واستغلال مركز المراقبة التقنية التقيد بالتشريع الجاري به","non_spécifié","","","","","non","non","non","non","","obligation","cluster_0","0","أعلاه بمعاينة وضع المعني بالأمر حدا للإخلال الذي أدى إلى الإغلاق. يجب على الحاصل على رخصة بفتح واستغلال مركز المراقبة التقنية التقيد بالتشريع الجاري به العمل في مجال الشغل خلال مدة الإغلاق. إذا استمر"
"280","116.14 1.16.106 بتاريخ
13 من شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
: تسحب الادارة الرخصة بفتح واستغلال شبكة لمراكز المراقبة التقنية في الحالات التالية
1 - اذا طلب الحاصل على الرخصة ذلك بنفسه ؛
2 ضي به ؛ � ضيء المق � - اذا خضع الحاصل على الرخصة لتصفية قضاي","non_spécifié","","","","","non","non","non","non","stationnement","procédure","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016  )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) :  تسحب الإدارة الرخصة بفتح واستغلال شبكة لمراكز المراقبة التقنية في الحالات"
"267","( ، لمدة اربعة 4 ) اشهر على الاقل ؛
6 - في حالة الاخلال باحكام","non_spécifié","","","","","non","non","non","non","","autre","sanctions_amendes","2","(  ، لمدة أربعة 4 ) أشهر على الأقل ؛ 6  - في حالة الإخلال بأحكام"
"276",". اعلاه
غير انه في الحالات المذكورة في البنود 3 و 4 و 5 و 6 اعلاه، توجه الادارة انذارا الى الحاصل على
الرخصة، بواسطة رسالة مضمونة مع اشعار بالاستلام او عن طريق مفوض قضايي.
تسحب الرخصة، اذا لم يستجب الحاصل عليها، للانذار الموجه اليه داخل الاجل المحدد له في الانذار
ضى ابتداء من تاريخ توصله بالانذار . ","non_spécifié","","","","","non","non","non","non","","autre","permis_conduite","6",".  أعلاه غير أنه في الحالات المذكورة في البنود 3  و 4  و 5  و 6  أعلاه، توجه الإدارة إنذارا إلى الحاصل على الرخصة، بواسطة رسالة مضمونة مع إشعار بالاستلام أو عن طريق مفوض قضائي. تسحب الرخصة، إذا لم يست"
"281","116.14 1.16.106 بتاريخ 13 من شوال
1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
: تسحب الادارة رخصة العون الفاحص بصفة موقتة
1 - اذا لم يتقيد بقواعد سير عملية المراقبة التقنية او بقواعد انجاز اي خدمة اخرى عهدت له من
طرف الادارة ؛
2 - اذا كان يعاني عجزا بدنيا او عقليا م","non_spécifié","","","","","non","non","non","non","","autre","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) :  تسحب الإدارة رخصة العون الفاحص بصفة مؤقتة 1  - إذا لم يتقيد بقواعد سير عملي"
"282","تسحب نهاييا رخصة العون الفاحص من لدن الادارة :
1 - اذا لم يعد الحاصل عليها متوفرا على الشروط المنصوص عليها في هذا القانون والنصوص
الصادرة لتطبيقه ؛
2 - اذا ارتكب اخطاء مهنية تمت معاينتها وفقا لاحكام","non_spécifié","","","","","non","non","non","non","","autre","infractions_pénales","9","تسحب نهائيا رخصة العون الفاحص من لدن الإدارة : 1  - إذا لم يعد الحاصل عليها متوفرا على الشروط المنصوص عليها في هذا القانون والنصوص الصادرة لتطبيقه ؛ 2  - إذا ارتكب أخطاء مهنية تمت معاينتها وفقا لأحكام"
"274","اعلاه وذلك دون الاخلال بالاحكام
الجنايية الجاري بها العمل ؛
113 الامانة العامة للحكومة
الصادر بتنفيذه الظهير الشريف رقم (نسخت وعوضت بموجب المادة الثانية من القانون رقم 5882 2016 11 الصادر بتنفيذه الظهير الشريف رقم (غيرت بموجب المادة الاولى من القانون رقم 5878 2016 11
الامانة العامة للحكومة
3 ضي به م","non_spécifié","","","","","non","non","non","non","accident","autre","cluster_0","0","أعلاه وذلك دون الإخلال بالأحكام الجنائية الجاري بها العمل ؛ 113 الأمانة العامة للحكومة الصادر بتنفيذه الظهير الشريف رقم (نسخت وعوضت بموجب المادة الثانية من القانون رقم 5882 2016 11  الصادر بتنفيذه  ال"
"137","اعلاه.
توجه النيابة العامة، في الحالة المذكورة في البند 3 اعلاه، نسخا من المحاضر والمقررات القضايية
المتعلقة بالافعال المذكورة الى الادارة.
تحدد الادارة كيفيات تطبيق هذه المادة.
الفرع الثاني
العقوبات الزجرية","non_spécifié","","","","","non","non","non","non","","autre","circulation_routière","1","أعلاه. توجه النيابة العامة، في الحالة المذكورة في البند 3  أعلاه، نسخا من المحاضر والمقررات القضائية المتعلقة بالأفعال المذكورة إلى الإدارة. تحدد الإدارة كيفيات تطبيق هذه المادة. الفرع الثاني العقوبات"
"283","يعاقب بغرامة من ثلاثين الف 30","non_spécifié","1000","120000","","","oui","non","non","non","","sanction","sanctions_amendes","2","(  يعاقب بغرامة من ثلاثين ألف 30.000 (  ) إلى ستين ألف 60.000 ) درهم، كل شخص فتح أو استغل شبكة لمراكز المراقبة التقنية للمركبات أو فتح أو استغل مركزا للمراقبة التقنية للمركبات دون أن يكون مرخصا له بذل"
"284","يعاقب بغرامة من ثلاثين الف 30","non_spécifié","1000","70000","","","oui","non","non","non","","sanction","sanctions_amendes","2","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) (  يعاقب بغرامة من ثلاثين ألف 30.000 (  ) إلى ستين ألف 60.000 ) درهم كل حاصل ع"
"285","يعاقب بغرامة من عشرين الف 20","non_spécifié","1000","40000","","","non","non","non","non","","sanction","sanctions_amendes","2","(  يعاقب بغرامة من عشرين ألف 20.000 (  ) إلى أربعين ألف 40.000 ) درهم، كل حاصل على رخصة فتح واستغلال شبكة لمراكز المراقبة التقنية للمركبات لا يتقيد بأحكام"
"273","وذلك دون الاخلال
باحكام","non_spécifié","","","","","non","non","non","non","","autre","contrôle_technique","8","وذلك دون الإخلال بأحكام"
"280","يعاقب المخالف بغرامة من اربعين الف 40","non_spécifié","1000","70000","","","oui","non","non","non","","sanction","cluster_0","0","أعلاه. (  في حالة العود، يعاقب المخالف بغرامة من أربعين ألف 40.000 (  ) درهم إلى سبعين ألف 70.000 ) درهم. 114 الأمانة العامة للحكومة الصادر بتنفيذه  الظهير الشريف رقم (غيرت بموجب المادة الأولى من القا"
"286","يعاقب بالحبس من شهر الى سنة وبغرامة من عشرين الف 20","tous_vehicules","1000","100000","","من شهر إلى سنة وبغرامة من عشرين ألف  20","oui","non","non","non","","sanction","sanctions_amendes","2","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) (  يعاقب بالحبس من شهر إلى سنة وبغرامة من عشرين ألف  20.000 (  ) درهم إلى مائة"
"287","يعاقب بغرامة من ثلاثين الف ( ) الى ستين الف 60","non_spécifié","1000","60000","","","oui","non","non","non","","sanction","sanctions_amendes","2","(  يعاقب بغرامة من ثلاثين ألف (  ) إلى ستين ألف 60.000 ) درهم، كل شخص قام باستغلال مركز للمراقبة التقنية للمركبات بعد أن صدر في حقه مقرر بالإغلاق المؤقت أو بالإغلاق النهائي للمركز. في حالة العود، ترفع"
"288","يعاقب بغرامة من الفين وخمسماية 2","non_spécifié","500","5000","","","non","non","non","non","","sanction","sanctions_amendes","2","(  يعاقب بغرامة من ألفين وخمسمائة 2.500 (  ) إلى خمسة آلاف 5.000 ) درهم : -  كل شخص زاول مهنة عون فاحص دون التوفر على الرخصة المنصوص عليها في"
"272","اعلاه ؛
- كل عون فاحص استمر في مزاولة المهنة بعد ان صدر في حقه مقرر بالسحب النهايي او بالسحب
الموقت للرخصة.
في حالة العود، ترفع العقوبة الى الضعف.","non_spécifié","","","","","oui","non","non","non","","sanction","cluster_5","5","أعلاه ؛ -  كل عون فاحص استمر في مزاولة المهنة بعد أن صدر في حقه مقرر بالسحب النهائي أو بالسحب المؤقت للرخصة. في حالة العود، ترفع العقوبة إلى الضعف."
"288","- 1
116.14 1.16.106 في الصادر 13 من
شوال 1437 ( 18 يوليو 2016 ) ،ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس . )، ص )
اذا ثبتت مسوولية شبكة او مركز للمراقبة التقنية في حادثة سير مميتة، تعاقب الشبكة بغرامة
( يتراوح مبلغها من مايتي الف 200.000 ( ) درهم الى اربع ماية الف 400.000 ) درهم والمركز من ماية","non_spécifié","1000","400000","","","oui","non","non","non","accident","sanction","cluster_0","0","-  1 116.14 1.16.106  في   الصادر 13  من شوال 1437  (  18  يوليو 2016  ) ،ج.ر عدد 6490   بتاريخ 7  ذي القعدة 1437 (   أغسطس  . )، ص ) إذا ثبتت مسؤولية شبكة أو مركز للمراقبة التقنية في حادثة سير مميتة،"
"289","يمنع القيام بالافعال التالية :","non_spécifié","","","","","non","non","non","non","signalisation","interdiction","circulation_routière","1","دون الإخلال بالموانع المقررة في أحكام تشريعية أخرى والمتعلقة بما يلحق بالطريق العمومية من تخريب أو تلف أو ضرر، يمنع القيام بالأفعال التالية : 1  - الترامي على محرم الطريق العمومية ؛ 2  - إتلاف محرم ال"
"290","يعاقب بغرامة من الفين وخمسماية","tous_vehicules","500","2000","","","non","non","non","non","","sanction","sanctions_amendes","2","دون الإخلال بالعقوبات الأشد وبالرغم من الأحكام المخالفة، يعاقب بغرامة من ألفين وخمسمائة ( 2.500 (  ) إلى سبعة آلاف وخمسمائة 7.500 ) درهم، كل من ارتكب، بسبب تهوره أو عدم احتياطه أو عدم انتباهه أو إهمال"
"289","اعلاه.
يحكم على المخالف، علاوة على ذلك، بمصاريف اعادة الاماكن الى ما كانت عليه وبتحمل تكلفة
اصلاح الاضرار اللاحقة بالمحرم.
في حالة العود، ترفع العقوبة المشار اليها في الفقرة الاولى اعلاه الى الضعف .","non_spécifié","","","","","oui","non","non","non","","sanction","cluster_5","5","أعلاه. يحكم على المخالف، علاوة على ذلك، بمصاريف إعادة الأماكن إلى  ما كانت عليه وبتحمل تكلفة إصلاح الأضرار اللاحقة بالمحرم. في حالة العود، ترفع العقوبة المشار إليها في الفقرة الأولى أعلاه إلى الضعف ."
"291","يعاقب بغرامة من خمسماية 500 )","non_spécifié","500","2000","","","non","non","non","non","","sanction","sanctions_amendes","2","(  دون الإخلال بالعقوبات الأشد وبالرغم من الأحكام المخالفة، يعاقب بغرامة من خمسمائة 500 ) (  إلى ألفين وخمسمائة 2.500 ) درهم، كل من خالف أحكام البند 7  من"
"289","اعلاه.
يحكم على المخالف، علاوة على ذلك، بمصاريف اصلاح اللوحة او التجهيز المشار اليهما في البند 7
السالف الذكر وبمصاريف اعادتهما الى حالتهما الاولى.
في حالة العود، ترفع العقوبة المشار اليها في الفقرة الاولى اعلاه الى الضعف.","non_spécifié","","","","","oui","non","non","non","signalisation","sanction","cluster_5","5","أعلاه. يحكم على المخالف، علاوة على ذلك، بمصاريف إصلاح اللوحة أو التجهيز المشار إليهما في البند 7 السالف الذكر وبمصاريف إعادتهما إلى حالتهما الأولى. في حالة العود، ترفع العقوبة المشار إليها في الفقرة ا"
